date;Short Name;trip_headsign;stop_name;stop_id;arrival_time;departure_time;exception_type;stop_sequence;shape_id;timepoint;route_long_name;route_type;route_url;route_color;route_text_color;stop_lat;stop_lon;wheelchair_boarding
2024-05-18;S2;Sabadell Parc del Nord;Can Feu - Gràcia;CF;11:35:30;11:36:00;1;20;100010;1;Barcelona Pl. Catalunya - Sabadell Parc del Nord;2;http://www.fgc.cat/cat/barcelona-valles.asp?linia=S2;88BB0B;FFFFFF;41.542522966;2.100463866;0
2024-05-18;R6;Pl. Espanya;Sant Boi;BO;09:04:25;09:04:55;1;23;200008;1;Barcelona Pl. Espanya - Igualada;2;http://www.fgc.cat/cat/llobregat-anoia.asp?linia=R6;b3b3b3;FFFFFF;41.34856143;2.042855988;0
2024-05-18;S2;Pl. Catalunya;Can Feu - Gràcia;CF;10:07:30;10:08:00;1;5;200010;1;Barcelona Pl. Catalunya - Sabadell Parc del Nord;2;http://www.fgc.cat/cat/barcelona-valles.asp?linia=S2;88BB0B;FFFFFF;41.542522966;2.100463866;0
2024-05-18;R6;Igualada;Sant Boi;BO;09:27:45;09:28:15;1;10;100008;1;Barcelona Pl. Espanya - Igualada;2;http://www.fgc.cat/cat/llobregat-anoia.asp?linia=R6;b3b3b3;FFFFFF;41.34856143;2.042855988;0
2024-05-18;S2;Sabadell Parc del Nord;Can Feu - Gràcia;CF;11:55:30;11:56:00;1;20;100010;1;Barcelona Pl. Catalunya - Sabadell Parc del Nord;2;http://www.fgc.cat/cat/barcelona-valles.asp?linia=S2;88BB0B;FFFFFF;41.542522966;2.100463866;0
2024-05-18;R6;Pl. Espanya;Sant Boi;BO;10:04:25;10:04:55;1;23;200008;1;Barcelona Pl. Espanya - Igualada;2;http://www.fgc.cat/cat/llobregat-anoia.asp?linia=R6;b3b3b3;FFFFFF;41.34856143;2.042855988;0
2024-05-18;S2;Pl. Catalunya;Can Feu - Gràcia;CF;08:07:30;08:08:00;1;5;200010;1;Barcelona Pl. Catalunya - Sabadell Parc del Nord;2;http://www.fgc.cat/cat/barcelona-valles.asp?linia=S2;88BB0B;FFFFFF;41.542522966;2.100463866;0
2024-05-18;S3;Can Ros;Sant Boi;BO;20:05:45;20:06:15;1;10;100011;1;Barcelona Pl. Espanya - Can Ros;2;http://www.fgc.cat/cat/llobregat-anoia.asp?linia=S33;4F868E;FFFFFF;41.34856143;2.042855988;0
2024-05-18;S2;Pl. Catalunya;Can Feu - Gràcia;CF;09:07:30;09:08:00;1;5;200010;1;Barcelona Pl. Catalunya - Sabadell Parc del Nord;2;http://www.fgc.cat/cat/barcelona-valles.asp?linia=S2;88BB0B;FFFFFF;41.542522966;2.100463866;0
2024-05-18;S3;Pl. Espanya;Sant Boi;BO;22:19:10;22:19:40;1;6;200011;1;Barcelona Pl. Espanya - Can Ros;2;http://www.fgc.cat/cat/llobregat-anoia.asp?linia=S33;4F868E;FFFFFF;41.34856143;2.042855988;0
2024-05-18;S2;Sabadell Parc del Nord;Can Feu - Gràcia;CF;06:30:30;06:31:00;1;20;100010;1;Barcelona Pl. Catalunya - Sabadell Parc del Nord;2;http://www.fgc.cat/cat/barcelona-valles.asp?linia=S2;88BB0B;FFFFFF;41.542522966;2.100463866;0
2024-05-18;S3;Pl. Espanya;Sant Boi;BO;16:15:10;16:15:40;1;6;200011;1;Barcelona Pl. Espanya - Can Ros;2;http://www.fgc.cat/cat/llobregat-anoia.asp?linia=S33;4F868E;FFFFFF;41.34856143;2.042855988;0
2024-05-18;S2;Pl. Catalunya;Can Feu - Gràcia;CF;07:27:30;07:28:00;1;5;200010;1;Barcelona Pl. Catalunya - Sabadell Parc del Nord;2;http://www.fgc.cat/cat/barcelona-valles.asp?linia=S2;88BB0B;FFFFFF;41.542522966;2.100463866;0
